Last Updated,2/7/2023,,,,,,,,,,,Station name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number,Name,Latitude,LAT(radians),Longitude,District,Public,Total docks,Deployment Year,long(rad),closest station,closest station dist,Abington,Airport,Alewife,Allston Street,Amory Street,Anderson/Woburn,Andrew,Aquarium,Arlington,Ashland,Ashmont,Assembly,Attleboro,Auburndale,Ayer,Babcock Street,Back Bay,Back of the Hill,Ball Square,Beachmont,Beaconsfield,Bellevue,Belmont,Beverly,Beverly Farms,Blandford Street,Blue Hill Avenue,Boston College,Boston Landing,Boston University Central,Boston University East,Bowdoin,Boylston,Braintree,Brandeis/Roberts,Brandon Hall,Bridgewater,Brigham Circle,Broadway,Brockton,Brookline Hills,Brookline Village,Butler,Campello,Canton Center,Canton Junction,Capen Street,Cedar Grove,Central,Central Avenue,Charles/MGH,Chelsea,Chestnut Hill,Chestnut Hill Avenue,Chinatown,Chiswick Road,Cleveland Circle,Cohasset,Community College,Concord,Coolidge Corner,Copley,Davis,Dean Road,Dedham Corporate Center,Downtown Crossing,East Somerville,East Weymouth,Eliot,Endicott,Englewood Avenue,Fairbanks Street,Fairmount,Fenway,Fenwood Road,Fields Corner,Fitchburg,Forest Hills,Forge Park/495,Four Corners/Geneva,Foxboro,Framingham,Franklin,Gilman Square,Government Center,Grafton,Green Street,Greenbush,Greenwood,Griggs Street,Halifax,Hamilton/Wenham,Hanson,Harvard,Harvard Avenue,Hawes Street,Haymarket,Heath Street,Hersey,Highland,Holbrook/Randolph,Hyde Park,Hynes Convention Center,Ipswich,Islington,Jackson Square,JFK/UMass,Kendal Green,Kendall/MIT,Kenmore,Kent Street,Kingston,Lansdowne,Lechmere,Lincoln,Littleton/Route 495,Longwood,Longwood Medical Area,Lowell,Magoun Square,Malden Center,Manchester,Mansfield,Massachusetts Avenue,Mattapan,Maverick,Medford/Tufts,Melrose Highlands,Melrose/Cedar Park,Middleborough/Lakeville,Milton,Mission Park,Montello,Montserrat,Morton Street,Museum of Fine Arts,Nantasket Junction,Natick Center,Needham Center,Needham Heights,Needham Junction,Newburyport,Newmarket,Newton Centre,Newton Highlands,Newtonville,Norfolk,North Beverly,North Billerica,North Leominster,North Quincy,North Scituate,North Station,Northeastern University,Norwood Central,Norwood Depot,Oak Grove,Orient Heights,Packard's Corner,Park Street,Pawtucket/Central Falls,Porter,Providence,Prudential,Quincy Adams,Quincy Center,Reading,Readville,Reservoir,Revere Beach,River Works,Riverside,Riverway,Roslindale Village,Route 128,Rowley,Roxbury Crossing,Ruggles,Saint Mary's Street,Saint Paul Street,Salem,Savin Hill,Science Park/West End,Sharon,Shawmut,Shirley,South Acton,South Station,South Street,South Weymouth,Southborough,State,Stony Brook,Stoughton,Suffolk Downs,Sullivan Square,Summit Avenue,Sutherland Road,Swampscott,Symphony,Talbot Avenue,Tappan Street,TF Green Airport,Tufts Medical Center,Union Square,Uphams Corner,Valley Road,Waban,Wachusett,Wakefield,Walpole,Waltham,Warren Street,Washington Square,Washington Street,Waverley,Wedgemere,Wellesley Farms,Wellesley Hills,Wellesley Square,Wellington,West Concord,West Gloucester,West Hingham,West Medford,West Natick,West Newton,West Roxbury,Westborough,Weymouth Landing/East Braintree,Whitman,Wickford Junction,Wilmington,Windsor Gardens,Wollaston,Wonderland,Wood Island,Woodland,Worcester,Wyoming Hill
Station latitude,,,,,,,,,,,,42.107156,42.374262,42.39583,42.348701,42.350992,42.516987,42.330154,42.359784,42.351902,42.26149,42.28452,42.392811,41.940739,42.345833,42.559074,42.351616,42.34735,42.330139,42.399889,42.397542,42.335765,42.286588,42.395896,42.547276,42.561651,42.349293,42.271466,42.340081,42.357293,42.350082,42.349735,42.361365,42.35302,42.207854,42.361898,42.340023,41.984916,42.334229,42.342622,42.084659,42.331316,42.332608,42.272429,42.060951,42.157095,42.163204,42.267563,42.279629,42.365486,42.270027,42.361166,42.397024,42.326753,42.338169,42.352547,42.340805,42.336142,42.24421,42.373622,42.456565,42.342116,42.349974,42.39674,42.337807,42.227079,42.355518,42.379467,42.2191,42.319045,42.233249,42.336971,42.339725,42.253638,42.345403,42.333706,42.300093,42.58072,42.300713,42.089941,42.305037,42.0951,42.276108,42.083238,42.387928,42.359705,42.2466,42.310525,42.178776,42.483005,42.348545,42.014739,42.609212,42.043967,42.373362,42.350243,42.344906,42.363021,42.328316,42.275648,42.284969,42.156343,42.25503,42.347888,42.676921,42.22105,42.323132,42.320685,42.37897,42.362491,42.348949,42.344074,41.97762,42.347581,42.371572,42.41342,42.519236,42.341702,42.33596,42.63535,42.393682,42.426632,42.573687,42.032787,42.341512,42.26762,42.369119,42.407975,42.469464,42.458768,41.87821,42.270349,42.333195,42.106555,42.562171,42.280994,42.337711,42.244959,42.285719,42.280775,42.293444,42.273187,42.797837,42.327415,42.329443,42.322381,42.351702,42.120694,42.583779,42.593248,42.539017,42.275275,42.219528,42.365577,42.340401,42.188775,42.196857,42.43668,42.386867,42.351967,42.356395,41.878762,42.3884,41.829293,42.34557,42.233391,42.251809,42.52221,42.238405,42.335088,42.407843,42.449927,42.337352,42.331684,42.287442,42.210308,42.726845,42.331397,42.336377,42.345974,42.343327,42.524792,42.31129,42.366664,42.124553,42.293126,42.545089,42.460375,42.352271,42.3396,42.155025,42.267024,42.358978,42.317062,42.124084,42.390501,42.383975,42.34111,42.341614,42.473743,42.342687,42.292246,42.338459,41.726599,42.349662,42.377359,42.319125,42.268347,42.325845,42.553477,42.502126,42.145477,42.374269,42.348343,42.339394,42.343864,42.3876,42.444948,42.323608,42.31037,42.297526,42.40237,42.457043,42.611933,42.235838,42.421776,42.283064,42.347878,42.281358,42.269644,42.221503,42.082749,41.581289,42.546624,42.172127,42.266514,42.41342,42.37964,42.332902,42.261835,42.451731
station lat rad,,,,,,,,,,,,0.734908511,0.73957039,0.739946823,0.739124266,0.739164252,0.742061411,0.73880056,0.739317701,0.739180134,0.737602147,0.738004097,0.739894131,0.732003986,0.73907421,0.742795968,0.739175143,0.739100687,0.738800298,0.740017666,0.739976703,0.738898491,0.73804019,0.739947975,0.742590054,0.742840945,0.739134599,0.737776261,0.738973819,0.739274225,0.739148369,0.739142313,0.739345295,0.739199647,0.736666023,0.739354597,0.738972807,0.73277502,0.738871682,0.739018168,0.734515864,0.738820841,0.738843391,0.737793069,0.734102081,0.735780111,0.735886733,0.737708141,0.737918733,0.73941722,0.737751146,0.739341822,0.739967662,0.738741202,0.738940448,0.739191392,0.738986455,0.73890507,0.737300554,0.73955922,0.741006848,0.739009336,0.739146484,0.739962705,0.73893413,0.737001562,0.739243245,0.739661234,0.736862302,0.738606672,0.737109249,0.738919539,0.738967606,0.737465104,0.739066705,0.738862554,0.738275897,0.743173762,0.738286718,0.734608052,0.738362186,0.734698094,0.73785728,0.734491063,0.739808907,0.739316322,0.737342268,0.738457969,0.736158516,0.741468313,0.739121544,0.73329553,0.743671041,0.733805655,0.739554682,0.739151179,0.739058031,0.739374198,0.738768481,0.737849251,0.738011933,0.735766986,0.737489399,0.739110077,0.744852786,0.736896336,0.738678003,0.738635295,0.73965256,0.739364947,0.739128595,0.73904351,0.732647681,0.739104719,0.739523441,0.740253826,0.742100664,0.739002111,0.738901894,0.744127235,0.739909333,0.740484419,0.743051013,0.733610527,0.738998795,0.737709136,0.739480628,0.740158793,0.741231978,0.741045298,0.730912649,0.737756766,0.738853636,0.734898021,0.742850021,0.737942556,0.738932455,0.737313627,0.738025023,0.737938734,0.73815985,0.737806298,0.746963168,0.738752756,0.738788151,0.738664896,0.739176644,0.735144794,0.743227151,0.743392417,0.742445907,0.737842741,0.736869772,0.739418808,0.738979404,0.736333031,0.736474089,0.74065979,0.739790389,0.739181269,0.739258552,0.730922284,0.739817145,0.730058887,0.73906962,0.737111727,0.737433182,0.74215257,0.737199238,0.738886675,0.740156489,0.740890993,0.738926189,0.738827264,0.738055095,0.736708853,0.745724124,0.738822255,0.738909172,0.739076671,0.739030472,0.742197634,0.738471321,0.73943778,0.735212146,0.7381543,0.742551884,0.741073345,0.739186575,0.738965424,0.735743983,0.737698734,0.739303634,0.738572062,0.73520396,0.739853814,0.739739914,0.738991778,0.739000575,0.741306661,0.739019302,0.738138941,0.73894551,0.728266538,0.739141039,0.739624443,0.738608068,0.737721825,0.738725354,0.742698282,0.741802038,0.735577338,0.739570512,0.739118018,0.738961829,0.739039845,0.739803182,0.740804093,0.738686311,0.738455264,0.738231094,0.740060967,0.741015191,0.743718531,0.737154435,0.740399666,0.737978685,0.739109902,0.737948909,0.737744461,0.736904242,0.734482528,0.7257304,0.742578674,0.736042469,0.737689833,0.740253826,0.739664254,0.738848522,0.737608169,0.740922479
Station longitude,,,,,,,,,,,,-70.934405,-71.030395,-71.141287,-71.137955,-71.114748,-71.144475,-71.057655,-71.051652,-71.070893,-71.482161,-71.063777,-71.077257,-71.285094,-71.250373,-71.588476,-71.119924,-71.075727,-71.111313,-71.111003,-70.992319,-71.140455,-71.145557,-71.17619,-70.885432,-70.811405,-71.100258,-71.095782,-71.166769,-71.139883,-71.106865,-71.103889,-71.062037,-71.06459,-71.001138,-71.260065,-71.129082,-70.96537,-71.104609,-71.056967,-71.016534,-71.126683,-71.116857,-71.062519,-71.011004,-71.14628,-71.15376,-71.087338,-71.060394,-71.103802,-71.073444,-71.070628,-71.041314,-71.164699,-71.15316,-71.062752,-71.150711,-71.149326,-70.837529,-71.069533,-71.357677,-71.121263,-71.077447,-71.121815,-71.141853,-71.174254,-71.060225,-71.086625,-70.9214,-71.216684,-71.158647,-71.14566,-71.131073,-71.11927,-71.104213,-71.105728,-71.061667,-71.792611,-71.113943,-71.43902,-71.076833,-71.26151,-71.420055,-71.396102,-71.096766,-71.059215,-71.685325,-71.107414,-70.746641,-71.067247,-71.134949,-70.824263,-70.874801,-70.882438,-71.118956,-71.131355,-71.111145,-71.05829,-71.110252,-71.215528,-71.153937,-71.027371,-71.125526,-71.087903,-70.840589,-71.183961,-71.099592,-71.052391,-71.282411,-71.086176,-71.095169,-71.114197,-70.721709,-71.099974,-71.076584,-71.325404,-71.502643,-71.109956,-71.100052,-71.314543,-71.106388,-71.07411,-70.77009,-71.219917,-71.083423,-71.092486,-71.03953,-71.117044,-71.068297,-71.069789,-70.918444,-71.067266,-71.109756,-71.022001,-70.869254,-71.085475,-71.095512,-70.869205,-71.347133,-71.237686,-71.236027,-71.235559,-70.87797,-71.065674,-71.192414,-71.205509,-71.205408,-71.325217,-70.883851,-71.280995,-71.739186,-71.029583,-70.788602,-71.06129,-71.088806,-71.199665,-71.196688,-71.071097,-71.004736,-71.125031,-71.062424,-71.392,-71.119149,-71.413301,-71.081696,-71.007153,-71.005409,-71.108294,-71.133246,-71.148758,-70.992533,-70.969848,-71.252685,-71.111931,-71.130283,-71.147134,-70.859034,-71.095451,-71.088961,-71.107353,-71.116997,-70.895876,-71.053331,-71.067666,-71.184468,-71.065738,-71.648004,-71.457744,-71.055242,-71.157661,-70.953302,-71.524371,-71.057598,-71.104248,-71.103627,-70.997123,-71.076994,-71.12561,-71.146202,-70.922537,-71.085056,-71.07814,-71.138702,-71.442453,-71.063917,-71.094761,-71.068627,-71.081343,-71.230609,-71.848488,-71.075566,-71.25779,-71.235598,-71.140457,-71.13533,-71.142853,-71.190744,-71.140169,-71.272288,-71.277044,-71.294173,-71.077082,-71.392892,-70.705417,-70.902708,-71.133342,-71.391797,-71.230528,-71.160065,-71.647076,-70.968152,-70.923411,-71.491147,-71.174334,-71.219366,-71.020337,-70.991648,-71.022865,-71.243362,-71.791806,-71.069379
Station long rad,,,,,,,,,,,,-1.23803892,-1.239714262,-1.241649692,-1.241591538,-1.241186499,-1.241705333,-1.240190038,-1.240085266,-1.240421085,-1.247599066,-1.240296888,-1.240532158,-1.244159598,-1.243553602,-1.249454613,-1.241276838,-1.240505454,-1.241126547,-1.241121137,-1.23904971,-1.241635171,-1.241724218,-1.242258865,-1.23718418,-1.235892165,-1.240933601,-1.24085548,-1.242094437,-1.241625188,-1.241048915,-1.240996974,-1.240266519,-1.240311077,-1.239203631,-1.243722759,-1.241436675,-1.238579361,-1.24100954,-1.240178031,-1.239472342,-1.241394804,-1.241223308,-1.240274931,-1.239375825,-1.241736837,-1.241867387,-1.240708105,-1.240237843,-1.240995456,-1.240465609,-1.24041646,-1.239904834,-1.242058309,-1.241856915,-1.240278998,-1.241814172,-1.241789999,-1.236348115,-1.240397349,-1.24542641,-1.241300208,-1.240535474,-1.241309842,-1.241659571,-1.242225075,-1.240234893,-1.24069566,-1.23781194,-1.242965618,-1.241952681,-1.241726016,-1.241471424,-1.241265423,-1.241002629,-1.241029071,-1.240260061,-1.253017441,-1.241172449,-1.246846113,-1.240524758,-1.243747979,-1.246515112,-1.246097053,-1.240872654,-1.240217266,-1.251144947,-1.241058497,-1.23476182,-1.24035745,-1.241539073,-1.23611658,-1.236998634,-1.237131925,-1.241259943,-1.241476346,-1.241123615,-1.240201121,-1.241108029,-1.242945442,-1.241870476,-1.239661483,-1.241374611,-1.240717966,-1.236401522,-1.242394494,-1.240921977,-1.240098164,-1.244112771,-1.240687824,-1.240844781,-1.241176883,-1.234326675,-1.240928644,-1.240520412,-1.24486314,-1.247956544,-1.241102863,-1.240930006,-1.24467358,-1.24104059,-1.240477232,-1.235171082,-1.243022045,-1.240639775,-1.240797954,-1.239873698,-1.241226572,-1.240375776,-1.240401817,-1.237760348,-1.240357782,-1.241099372,-1.239567759,-1.236901821,-1.240675589,-1.240850768,-1.236900966,-1.245242383,-1.243332172,-1.243303217,-1.243295049,-1.237053944,-1.240329996,-1.242542027,-1.242770578,-1.242768815,-1.244859876,-1.237156586,-1.244088057,-1.252084998,-1.23970009,-1.235494178,-1.240253481,-1.240733726,-1.242668581,-1.242616622,-1.240424646,-1.239266428,-1.241365972,-1.240273273,-1.24602546,-1.241263311,-1.246397232,-1.240609633,-1.239308612,-1.239278174,-1.241073856,-1.24150935,-1.241780086,-1.239053445,-1.238657517,-1.243593954,-1.241137333,-1.241457636,-1.241751742,-1.236723448,-1.240849703,-1.240736431,-1.241057432,-1.241225752,-1.237366462,-1.24011457,-1.240364763,-1.242403343,-1.240331113,-1.250493572,-1.247172909,-1.240147924,-1.241935472,-1.238368735,-1.248335769,-1.240189044,-1.24100324,-1.240992401,-1.239133556,-1.240527568,-1.241376077,-1.241735475,-1.237831785,-1.240668276,-1.240547569,-1.241604575,-1.246906031,-1.240299331,-1.24083766,-1.240381536,-1.240603472,-1.243208655,-1.253992678,-1.240502644,-1.243683053,-1.24329573,-1.241635206,-1.241545723,-1.241677024,-1.24251288,-1.241630179,-1.243936091,-1.244019099,-1.244318056,-1.240529104,-1.246041028,-1.234042326,-1.237485703,-1.241511026,-1.246021917,-1.243207242,-1.24197743,-1.250477376,-1.238627916,-1.237847039,-1.247755901,-1.242226471,-1.243012428,-1.239538717,-1.239037999,-1.239582838,-1.243431237,-1.253003391,-1.240394661
K32015,1200 Beacon St,42.34414899,0.739044819,-71.11467361,Brookline,Yes,15,2021,-1.241185201,Kent Street,0.040048183,30.24523514,7.691882227,6.148515082,1.979143269,0.76093256,19.37372165,4.93823234,5.462845632,3.699752982,31.58870479,7.840697447,6.223144346,47.00627001,11.15394858,45.63165123,0.935715191,3.22049637,1.582139296,6.205336985,11.67395054,2.315007261,6.885816276,7.658211993,29.3933453,34.69852513,1.315560255,8.229933294,4.305453847,2.535305462,0.920348659,1.082283167,4.73006813,4.232409882,17.8027897,12.1092943,1.269967488,41.79736586,1.378780421,4.745744634,29.96455372,1.73510481,1.2957868,9.054987541,32.62745229,20.96150832,20.37571599,8.807674223,8.449345626,2.535177947,8.912109593,4.08419595,8.419452521,4.544191895,3.232309918,4.367908117,2.985080204,2.984025894,25.35981913,4.94947528,23.54556571,0.586848317,3.127160901,5.877208194,2.342532309,13.90968658,4.649639148,4.553425728,21.12240546,8.837868202,12.85107554,2.668919926,1.434804289,10.07145997,0.870937076,1.374413089,6.556643887,61.51917336,4.830235214,38.89015108,5.347156972,30.2177064,26.22648533,37.13323776,5.085468532,4.874556803,48.17263024,3.786148032,35.43194835,15.92341998,1.73650415,43.75272645,35.4358477,38.4729172,3.267340605,1.529230752,0.30196844,5.086287994,1.797669911,11.26040316,7.329784667,22.08477169,9.949693288,2.239030633,43.28866772,14.82736513,2.645437103,5.746168389,14.31533586,3.105399901,1.689460742,0.040048183,52.05921407,1.266905716,4.369605358,18.94588212,37.32131743,0.473673569,1.507773147,36.29108373,5.549721803,9.758031868,38.08574585,35.69114012,2.585085445,8.703050919,6.770044663,7.099799013,14.445268,13.2672252,54.27974677,9.085141929,1.283340701,27.49916761,31.51402437,7.421594741,1.729954955,23.0060568,20.18773849,12.32761706,11.4603381,12.691649,54.04336205,4.436649158,6.595800292,7.849177666,7.503754732,30.29611021,32.68773093,30.87580416,55.63879937,10.37353917,30.19266073,4.9919499,2.166469846,18.63865231,17.71389752,10.89359387,10.20507534,1.216643319,4.504491956,56.57953547,4.934206213,62.32783004,2.714854032,15.16247894,13.64495083,19.80640222,11.85701953,2.977117246,12.28105265,16.72652852,11.36830318,1.404255506,6.43482189,15.12015714,47.42943929,2.122955478,2.283207756,0.634942092,0.211698349,26.94239972,6.227332045,4.60302949,25.08494078,6.955326578,49.1357895,30.9924706,4.966900502,3.569094923,24.87298267,34.76613057,4.971641845,3.131491503,24.48700504,10.94669507,5.403217898,0.96025732,2.606516354,21.36563124,2.439589907,6.506237293,2.073750217,73.81156334,4.216080843,4.038993552,4.697834944,8.863260623,9.744523259,64.5507567,17.85713261,25.03617048,10.48514557,2.169663189,1.778148411,2.316160325,7.899541325,11.40220636,13.1555321,13.86647573,15.64182195,7.172671716,26.06676504,44.86764873,21.19069291,8.766860262,23.7773887,9.530296668,7.917039668,44.5585427,18.20098388,33.06003599,90.35685059,23.04024688,20.97889246,11.60633006,12.70621607,8.513180074,10.65094582,56.43393285,12.52744615
W32006,160 Arsenal,42.36466403,0.739402874,-71.17569387,Watertown,Yes,11,2021,-1.242250205,Boston College,2.830184033,34.8493971,11.98427058,4.471760787,3.573048181,5.233454065,17.13018004,10.43199412,10.20595108,8.727322836,27.68818669,12.80904388,8.670243703,47.99324363,6.48387433,40.17314907,4.806656276,8.436878781,6.536943473,6.601070859,15.49922829,4.325740053,9.028256538,3.473075699,31.29479272,37.05057025,6.429801862,12.27045071,2.830184033,3.054371958,5.883392691,6.129179804,9.345349213,9.220356137,22.58796306,6.938795788,4.709430353,45.64467444,6.751139915,10.05931467,33.7808971,5.474752682,6.00704048,13.84818322,36.39323149,23.20720607,22.47393038,13.0136742,13.38890601,5.907211861,13.46904377,8.641075166,11.60934202,4.311269788,3.479732364,9.377352391,3.354553555,3.841047762,30.86712573,8.778115399,18.10100607,5.127560701,8.236379723,5.683853296,4.080670908,15.29921568,9.541815228,7.499780102,26.44788951,6.089411286,14.67978844,3.94635229,4.597269702,13.18862855,6.251965664,6.701436379,11.80708261,56.0115276,8.736821021,37.46017141,10.48779794,30.79566361,22.37391934,36.17517149,6.980425292,9.58600391,43.91793251,8.230251215,40.90847659,15.88687882,3.797561547,48.50018112,36.71750171,43.07066029,4.760471399,3.980524306,5.741088964,9.647606304,6.727572619,10.42587478,9.040392252,26.18344514,12.86983291,7.451033809,44.26960815,15.98362254,7.774706141,11.25217346,8.90989757,7.358767998,6.843502903,5.547792341,57.02595681,6.505399526,8.178443153,13.43741293,31.86201992,5.974942821,6.987602946,32.17945498,6.543611893,10.81971789,40.58305447,37.08240928,8.007372983,12.77685106,11.19761321,6.811486262,14.61243986,13.60466569,58.10343829,13.76449526,6.450346965,31.3658117,33.37948531,11.89845929,7.238636134,28.50346687,16.60424052,10.62955636,9.344197663,11.30006267,53.98341341,9.945297785,4.15045891,5.301889829,2.835212837,29.78989794,34.15459563,26.84431365,50.13182231,15.59177434,35.69606719,9.399753991,7.632694446,19.65715223,18.73905457,11.74262879,14.25856057,4.395719539,9.352028765,56.89887906,5.342279486,62.6754375,8.010411937,20.12987331,18.80311784,18.3705759,14.46687757,3.964255794,15.79071617,19.37818499,7.018002656,6.395824105,9.363123809,17.32364641,47.90437179,7.561056726,7.790643665,5.987854304,5.37522989,29.05511975,11.6779902,8.878074667,26.70889541,12.04075254,43.63421998,25.48386741,9.992622032,3.156456518,29.63698219,30.65603388,9.723620398,7.905617274,27.40113622,14.94683578,8.387333295,4.878295561,3.52737265,24.06162005,7.838649837,11.36466782,4.210847067,74.29024087,9.33479987,6.796870676,10.15259606,13.22440852,6.245039052,59.050887,17.35392022,25.29170616,5.035828879,3.41714065,4.347117157,3.554125507,2.834206467,9.391600196,9.15768943,10.28802518,12.27135222,9.120251351,20.57864891,47.35961987,26.63180127,7.240584335,19.94915936,4.877013823,9.351897376,40.17172901,23.34135128,37.60597625,90.92701589,20.23333309,21.70863412,16.80127076,16.05795634,12.6646824,6.58767048,51.93456362,13.03528545
A32019,175 N Harvard St,42.363796,0.739387724,-71.129164,Boston,Yes,17,2014,-1.241438106,Boston Landing,1.139533633,32.73304238,8.197200788,3.698585106,1.827324624,1.852069968,17.08033498,6.966334459,6.384183155,4.967291931,31.175396,10.32485224,5.346790189,48.76636979,10.15824308,43.48724675,1.552644962,4.75653563,4.019749423,4.281605353,11.84994488,3.252083391,8.690271345,5.259321759,28.56695128,34.1093524,2.870920402,10.6271762,4.062396481,1.139533633,2.383833422,2.599569406,5.521871116,5.439463271,20.28766604,10.75703827,2.643445578,44.23896148,3.857581268,6.382808897,32.3945347,3.617361915,3.612419279,11.5430299,35.05271497,23.02722302,22.39645819,11.23967713,10.93419247,2.092166646,11.38874959,4.81829245,8.106767729,5.049248133,3.465343366,5.598411235,3.109775822,3.492957526,27.42308562,5.019253687,21.40964063,2.496605301,4.51892274,3.712606926,3.072216541,15.64806093,5.738692422,3.904919067,23.47170961,8.746621461,14.71729698,3.276395186,2.681166285,12.27600143,2.895942957,3.860578541,8.997749056,59.52080467,7.125222938,39.72651264,7.822551603,31.80269267,25.8274407,38.16238497,3.779277073,5.765161035,47.55689443,6.187360446,37.60166122,14.19633548,1.761196259,46.23298745,34.34713171,40.96037414,1.354521261,1.517740182,2.569891007,5.823670495,4.240312601,12.1033242,8.998661091,24.54170217,12.0979267,3.824128711,42.09048664,16.5001651,5.13342664,7.924243536,12.70179301,3.534903877,3.244739433,2.514317499,54.51105181,3.000661565,4.405384024,17.0351056,35.18488295,2.920091343,3.912009712,33.80434699,3.813589496,8.322133882,37.57823725,37.55806194,4.501994482,11.11136904,7.38775221,5.012318961,12.76803292,11.63113856,56.72272264,11.57024019,3.757932691,29.9335727,30.67778892,9.88297465,4.007561057,25.13256653,19.91176682,12.83836382,11.76299164,13.34290216,52.4624712,6.602344909,6.450658836,7.783148306,6.40750808,31.48290141,31.67230216,28.39015276,53.70787141,12.80306679,32.28074198,5.579953773,4.214970946,20.30745246,19.37616514,9.402875492,10.5381307,1.358457398,5.545079037,58.12673145,2.856852436,63.89049906,4.395610632,17.63399974,16.08191567,17.69788232,13.94688402,3.575305222,12.24392799,16.21178642,10.56791745,3.841291909,8.490675794,17.13098273,46.03679019,4.544756404,4.49561526,2.671952785,2.485961031,26.20891286,8.540350276,5.062605324,26.98931404,9.430601091,47.09835625,29.03437179,6.207696488,3.566858779,27.35622468,34.23041161,5.90443222,5.585534486,26.73752043,11.2453061,4.837451538,2.53941772,2.836193259,20.90834307,4.318161972,8.993986729,2.924342305,75.42801631,5.586896284,3.203452788,7.030529428,11.31836639,9.344373533,62.66603848,15.99820084,26.48377548,8.821080348,1.952849406,2.760283363,2.485451899,5.709103045,9.068817944,12.58303845,13.52904173,15.43663141,6.057766716,24.00637306,44.3686967,23.43749612,6.456205203,23.38352374,8.515098194,9.512214508,43.85142079,20.63344158,35.54810322,92.01269669,20.6645355,22.56807033,14.03859515,12.56973288,8.908354928,9.993766884,55.6536173,10.94079831
S32035,191 Beacon St,42.38032335,0.739676181,-71.10878613,Somerville,Yes,19,2018,-1.241082445,Harvard,1.138877327,33.59582396,6.474396527,3.177717274,4.255244592,3.298072212,15.47585794,6.9837744,5.219822629,4.436151668,33.42044175,11.27703722,2.938292631,50.9940349,12.2487732,44.08018289,3.320677764,4.56293386,5.58410674,2.183205474,9.754833162,5.596414191,10.85230551,5.800253647,26.08273865,31.64579786,3.520838434,12.15150316,6.53607948,3.617255649,3.366386881,3.42498324,4.381002399,4.732999312,21.12299128,12.59535022,4.781422281,45.52759034,5.136937197,5.975095433,33.74230768,5.644311821,5.346990737,12.58580123,36.41398838,25.01285339,24.42451638,12.661759,11.88237414,1.69988335,12.60385763,3.790015562,5.84419398,7.52281214,5.938406156,4.882918478,5.583495926,5.935561395,26.95497611,3.309338448,22.12008179,4.370395106,4.244756818,2.115944689,5.452721238,17.87032457,4.850158912,1.822777337,23.6409181,11.18256102,16.86010046,5.693636576,4.871597052,14.11311703,3.901102219,5.189699871,9.725541759,60.3431874,8.862408008,42.21059057,8.77371,34.11661038,28.08995529,40.63055563,1.299886225,4.673364145,49.68340604,7.76204159,37.28152602,11.91577697,4.136022769,46.92391188,31.87150058,41.78932324,1.138877327,3.824351846,3.94299559,4.572676106,5.784207805,14.57647231,11.2337257,25.79073605,13.99980539,3.993955836,39.63181586,18.75851206,6.404111641,8.090374952,14.26218501,2.716941134,3.663665696,4.055186308,54.9766554,3.712072256,2.818523086,18.16462436,35.81675136,4.295573743,4.984909341,32.99427821,1.498414899,5.884013889,35.12627233,39.71350557,4.79242836,12.60348431,5.823903689,3.148617651,10.45428684,9.29149889,57.99693929,12.69604367,5.24103935,31.26865958,28.19296132,11.20991789,4.862186792,24.79204379,22.23761385,15.32330867,14.23754306,15.82824521,50.12343086,6.867435655,8.901171637,10.23164255,8.552365793,33.92316455,29.190021,27.567359,54.64196752,13.37294881,31.82932457,4.232255918,4.732989989,22.57313864,21.64401893,6.988906388,8.576967138,3.423909251,4.646133906,60.46382408,1.23732764,66.22172631,4.459543168,18.35173008,16.62697733,15.77712731,15.90826553,6.007295509,10.0251675,13.78380533,12.75263194,5.414618909,10.47800542,19.16615195,43.62541738,5.549613213,5.150972168,3.821287977,4.168755464,23.73153468,8.927155576,3.703664264,29.11451267,10.32135921,47.87633192,29.99566322,5.392691565,6.052395294,28.12991403,36.41486198,4.828801735,7.044220411,28.49567964,9.240629867,2.642654207,4.574191936,5.289393691,18.48220338,4.616865793,10.1125121,5.264221088,77.73594194,5.021279154,1.198254988,7.562979091,12.65395549,11.7008159,63.65536402,13.81544608,28.8492098,10.4383358,4.406379766,5.046731567,4.926470403,6.779938428,7.633839416,14.84225485,15.86570531,17.80280873,3.576142954,24.83295586,41.91578708,23.35157055,5.031041235,25.65485994,10.63300526,11.78415548,45.93247512,21.11040224,36.43906271,94.30227389,19.25763993,24.87390309,14.59541743,10.29895758,7.057856857,12.25087442,57.6796844,8.573880977
